134050.39112697772,458681.8069426887
135113.1809607561,456739.16722179245
133679.53454314385,457260.47416046675
127429.7061894218,460026.18510609213
139175.18232123542,455146.0541239345
132910.09276167522,458039.5736033407
136726.93760265995,458870.411390448
130047.11740454976,454082.76303446956
135600.6496510388,459903.38647743955
136818.47920783542,455585.4727179564
133824.94027644632,453158.19841830473
137869.98595965694,456645.64548835676
138486.46174659175,453507.0854668524
132181.36668962432,458778.23923715035
138072.6503161299,457098.5584417388
129822.96646580374,459205.69415620406
136812.76033275705,458095.0031951617
136445.1196683857,452773.1125167315
133374.9722448333,456279.0611001438
129653.91414902362,454848.2356364638
135036.79864627868,456363.8396351602
131527.67226040666,459584.253093751
138609.6878177249,452897.2826048404
138708.98365083078,453179.61583240237
136835.13893214808,452325.4497056908
127754.57484012647,457936.2338686214
134909.22732627403,458892.48629813583
136630.9308658444,454022.91030132415
133402.14294590492,454110.2786428706
137130.72020372326,455527.31254358764
129892.08354182242,459309.97653295536
127442.35910897554,457947.935153735
128886.67103930241,460390.06526366406
135116.44774843391,454750.4721257495
130679.95878651264,452972.7355427563
131518.73525055515,453373.0458092995
134790.99979975334,453216.56252838153
131288.28720543155,450480.0928734344
140873.1547318689,456047.71936776425
130343.74120117527,456211.6882841947
134117.9453842653,456694.05317539634
139005.1957255692,454937.056145196
137017.633234856,452627.9901958901
130825.07142482616,455499.88085211586
133769.07279079309,458196.0726474116
137643.40655951825,458011.48870892735
135369.26720142592,455804.418578419
140729.66070583678,456053.5984269548
126908.43207209717,458973.5243390513
131763.09328247284,457251.8800988069
134830.16671669946,456869.42934377334
137625.69253502466,456443.3045030538
136632.80008249127,453295.2981325369
129941.95286888826,459534.04981725325
132706.63647735398,457274.8252589836
139125.9139060088,452541.5926222321
130544.86393149826,455064.49086095975
128876.15698482734,453208.92805580265
136126.83482789234,459082.4320149862
134722.43003640993,455974.344162019
131546.59906839777,457684.29117047304
133437.8986389234,459207.5092452033
134306.1263568891,459234.7308736353
129238.9699698097,454355.59148748056
136113.72146888406,454884.246568626
133342.8145873027,454865.25857772515
133062.75238590827,452804.0825857478
136986.92894161982,458333.3874778371
131102.24013320892,455622.77943813184
139533.04435039454,456202.29349466244
137855.14569719235,453917.6727965321
136909.71635853025,453141.56219674385
133577.75319570943,457354.88134512235
136612.16280454464,457129.6671392166
134501.4495963806,459253.45000933355
128355.09067649182,456761.88011940225
138377.16769887035,455114.1774325818
134933.470386895,457275.83267833514
132918.94834576437,458021.41630790377
133658.5922465545,454554.0450995187
128980.74559163989,458666.43320135295
133902.8691621355,453796.4159264653
132068.54130533797,449325.666076215
138275.61831161322,452038.68220062536
130670.56451252197,451435.2488513792
135159.04733058714,456030.1069104688
128865.07318965302,458864.8607061896
130209.35474884785,456406.6834254376
136930.2359957405,453246.8390403609
141277.98616814107,454856.37074270303
133228.22172304094,454889.56905939104
131212.39344575783,458077.0635619316
136012.3061588242,457216.8773062473
134900.97228299975,452853.07782305207
132200.23494386155,449165.3500155487
126944.24219157714,459778.86910668295
136426.5472636958,452477.6833398281
137156.0402996323,455081.43286843173
139379.71759202555,454491.97721677786
137705.99667699492,457967.80667770887
131287.13341821995,453132.5310810594
138304.65684406576,456689.23115042545
138760.75279212042,452334.75372857274
136656.36757111744,458927.44113085326
133764.77594968618,456251.84521443397
136989.8621584947,458568.7713445436
134920.16735209138,459216.36540380627
127060.60560167587,458916.0140533576
137038.72461669066,457348.018914762
139035.5481832979,453115.12595774914
137491.85747093245,457296.02006198274
131483.18180106292,450391.3721215943
131700.94385100508,455340.7837251532
138536.1034956954,453956.521180383
134207.3970556142,458201.66017858015
138085.74373255318,454992.4405283753
137979.17287230038,455647.08564250486
131216.25076440797,458785.76552713825
131647.9442372488,453961.30326184485
138104.08502809523,458668.76394965843
131647.6467406846,456426.86620950396
131931.15992920872,456989.66196813894
132586.34084173804,458083.6152457556
137140.78459640345,456922.84287110314
132547.78578827553,459485.1792236622
133572.2083448651,456214.7296478615
127879.22201154474,458525.2103552231
136058.0748566137,459030.4188675425
135961.4641408248,460170.24446845165
132686.77382250744,449949.62405644386
127262.19767652037,459579.00448684185
139203.17672578958,457479.2665714599
138415.41096568582,458208.9716830042
130590.35001569698,456901.41038627893
131145.99318838085,450797.4703552921
132248.10526173402,449343.38475795294
133659.16123213185,453574.0258000214
132488.82727660358,455685.8125846675
132518.4927586227,453611.0716876267
134611.33615359647,452846.3108778985
134393.3518029587,458002.63804449356
128819.47575041154,455904.3748307693
130004.07333201315,452813.64644783206
132803.82546128304,457668.50610234047
131348.74530467423,453803.868689367
128274.71535601116,459056.4481496417
134189.53120465676,457855.70399756846
135669.14294910786,458127.0770393887
133150.83753451367,459660.57399523753
132145.38680638303,449424.80534135114
133939.4097673536,460064.1003012482
136067.38893060482,460268.2011594112
130292.76466576301,458911.375179001
131953.43148834744,454964.01096903335
135717.4170157439,456974.1635393962
138045.37576496758,451917.4322368371
137273.98684977507,458631.46924800717
130987.4861097508,458891.7450863123
139247.5281707474,455673.3190970284
136141.4740147786,458425.0331630706
139115.192187828,454258.7865354529
129302.4784478645,457529.8541604867
132765.4996488019,456782.0310095172
133356.63111051367,457340.1238256542
130486.24781538916,454970.3415742458
131402.82915300675,458215.0605410639
128625.4624860996,458382.22568208206
129170.07715647966,455970.9841368487
127282.50717393444,459514.38306048245
132572.2797329137,455058.25468433386
139983.96846038365,456051.33447366295
138799.60592100926,452757.4338276734
135084.9854277204,453948.079483217
129487.73587446845,453119.17365540663
137347.88641406075,452205.05269448704
137409.2948472228,454184.65978827985
128852.17683659276,458219.81361405365
138178.0167286767,453562.5382601024
134469.2715314402,458769.37460085074
137611.3199314642,459314.5642546037
137056.27534341704,455514.73524996237
135772.4114929885,454741.6500897772
136398.47515036518,458554.10981491586
128315.91962271284,456145.8657468552
132737.1437017251,450914.24403144774
140992.3794034744,456183.27852769126
134984.5978206081,452646.00771040685
131467.7352139584,450813.3972205799
132953.81898132458,457566.340265904
136547.343352572,459163.9496156364
131176.17932095495,451740.322587927
130781.73191599008,457480.4527103612
133556.97075805062,455747.0505882394
133832.79505708162,457739.565020951
136872.79171440026,459775.6315838622
137209.66621318273,456089.6757677197
132961.28203300794,452534.06308756245
132862.97271950048,459401.18316112924
131979.64406622056,455097.0286550515
136864.26094121655,452218.69089013786
134203.00406402684,459168.48032093316
128344.69515411313,461313.35720327764
136528.12616626304,454327.86891888245
135991.80309781613,458161.12889280333
134105.7347153872,455043.7956181426
130364.09266995019,454710.8603518314
131925.58390636308,450831.5599801777
129626.7782320844,455420.4531834731
134087.31584074735,459587.5849470517
141686.749895754,454633.6830982612
137947.3802278083,454885.5289391378
133883.31043938085,459913.1605785009
136963.2202853553,455820.0909601109
137033.5827186917,458895.47909324704
130649.10778640547,457790.4354253562
128089.43705860396,457786.93204165885
138411.49105600634,453465.3959054896
135190.57950095652,454207.3813404455
131064.50968165729,457650.0034598149
128801.5068122401,456600.48431478324
136439.0880134834,456108.55525253434
134406.2404334901,459403.96811814344
134785.47226447935,457096.34689122107
135788.14583270578,456278.54029271234
128433.86683432097,458626.7129244482
136403.61645050818,453605.1411576068
133748.26163223677,456820.40904902585
132629.61702979569,459187.3128026552
133380.56713903608,452798.0399214713
131855.32675787888,453006.4635520588
131828.94981095838,450058.15201067994
130445.2464297291,454805.01073683804
135116.20869136308,453773.5941053666
130526.39584134793,458939.5607812227
130937.40951776083,456618.8690646501
127920.87424634074,456362.0917367439
132017.60048229506,452015.57035421394
134556.3706907122,458406.2740957281
130271.17681430119,454745.40090374043
133410.32786193228,454014.58974873653
132672.10503518244,453424.7699351545
126655.82740023789,459492.7319205896
132534.01489381114,452858.5038056703
137598.5497050007,452443.7529795838
138596.07268451538,453722.7786207159
132818.22114828086,458692.26163586235
131641.4163052417,452484.8142286462
136092.76687767726,457783.9846397436
134172.11354333768,454198.4181422496
129529.17826714339,457852.9807857159
136906.5013352698,457399.2333623972
134870.37497826217,458743.5430542573
